,member_casual,station_name,station_lng,station_lat,station_rides
1566,member,Spaulding Ave & 63rd St,-87.71,41.78,256
1567,casual,Central Park Blvd & 5th Ave,-87.71547,41.875679,255
1568,member,Pulaski Rd & Lake St,-87.726491,41.885409,255
1569,casual,Mayfield & Roosevelt Rd,-87.77,41.87,253
1570,casual,Vernon Ave & 75th St,-87.614138,41.758361,253
1571,member,Kildare Ave & Chicago Ave,-87.73,41.9,252
1572,casual,Nordica Ave & Addison St,-87.8,41.95,251
1573,casual,State St & 47th st,-87.63,41.81,250
1574,member,Cornell Dr & Hayes Dr,-87.584846,41.780595,249
1575,casual,Stewart Ave & 83rd St,-87.6341075,41.74371716666667,248
1576,casual,Public Rack - Jeffery Blvd & 81st St,-87.57,41.75,248
1577,member,Richmond St & 59th St,-87.7,41.79,247
1578,member,Cottage Grove Ave & 75th St,-87.61,41.76,246
1579,casual,Loomis Blvd & 84th St,-87.65841007232666,41.74148652861805,246
1580,member,Cottage Grove Ave & 83rd St,-87.604836,41.743441,246
1581,casual,Kedzie Ave & 104th St,-87.7,41.7,245
1582,casual,Racine Ave & 109th Pl,-87.65,41.69,245
1583,member,Harlem & Irving Park,-87.81,41.95,245
1584,casual,Commercial Ave & 130th St,-87.55079683333334,41.65916133333333,245
1585,casual,Latrobe Ave & Chicago Ave,-87.75680266666667,41.8947395,245
1586,casual,Halsted St & 78th St,-87.64376433333334,41.75246116666667,244
1587,casual,Public Rack - Milwaukee Ave & Diversey Ave,-87.71,41.93,242
1588,casual,Commercial Ave & 83rd St,-87.551208,41.744615,241
1589,member,Morgan St & 87th St,-87.65,41.74,241
1590,casual,Ashland Ave & 63rd St,-87.6649875,41.7793725,241
1591,casual,Colfax Ave & 83rd St,-87.56,41.74,239
1592,casual,Stony Island Ave & 82nd St,-87.586005,41.746559,238
1593,member,Major Ave & Bloomingdale Ave,-87.77,41.91,237
1594,member,Western Ave & 62nd St,-87.68,41.78,236
1595,member,State St & 79th St,-87.624424,41.750794,235
1596,casual,Racine Ave & 76th,-87.65,41.76,235
1597,member,California Ave & 29th St,-87.69,41.84,234
1598,casual,Ashland Ave & 74th St,-87.66347408294678,41.75923602425868,234
1599,casual,Morgan St & Pershing Rd,-87.650931,41.823613,233
1600,casual,Pulaski & Ann Lurie Pl,-87.72,41.82,233
1601,casual,Cottage Grove Ave & 98th St,-87.6,41.72,232
1602,casual,Halsted St & 96th St,-87.64284549999999,41.71967466666667,232
1603,casual,Green St & Washington Blvd,-87.64872461557388,41.88318130597391,232
1604,casual,La Villita Park (Albany/30th),-87.7,41.84,232
1605,casual,Public Rack - Clyde Ave & 87th St,-87.57,41.74,231
1606,casual,Western Ave & 106th St - East,-87.68,41.7,231
1607,member,Halsted St & 51st St,-87.645213904,41.80183164049,231
1608,casual,Pullman - Ross Dress for Less,-87.6,41.7,231
1609,casual,Indiana Ave & 103rd St,-87.6184719800949,41.70717027117756,230
1610,casual,Karlov Ave & Madison St,-87.727907,41.88085,228
1611,casual,Emerald Ave & 43rd St,-87.65,41.82,225
1612,member,Albany Ave & 26th St,-87.7020130128,41.84447501366,224
1613,casual,Greenwood Ave & 97th St,-87.59703576564789,41.71870315475741,223
1614,member,Mayfield & Roosevelt Rd,-87.77,41.87,223
1615,member,Wood St & 47th St,-87.67,41.81,223
1616,casual,Hiawatha Park,-87.83,41.94,223
1617,member,Hoyne Ave & 47th St,-87.67718,41.808227,223
1618,casual,Ashland Ave & 50th St,-87.664699,41.803023,223
1619,casual,Baltimore Ave & 87th St,-87.54851460456847,41.73733560041666,223
1620,casual,S Wentworth Ave & W 111th St,-87.63,41.69,223
1621,casual,State St & Pershing Rd,-87.626579,41.82305466666666,222
1622,casual,Eberhart Ave & 91st St,-87.6110315322876,41.729285157254864,222
1623,casual,Pullman - Walmart,-87.6,41.7,221
1624,casual,Ashland Ave & Garfield Blvd,-87.664429,41.792822,221
1625,member,Public Rack - Exchange Ave & 73rd Pl,-87.56,41.76,221
1626,member,Stony Island Ave & 86th St,-87.59,41.74,220
1627,casual,Claremont Ave & 71st St,-87.68,41.76,219
1628,casual,State St & 54th St,-87.62597733333334,41.796586833333336,219
1629,casual,Cottage Grove Ave & 78th St,-87.60501333333333,41.75316883333333,218
1630,casual,Mackinaw Ave & 108th St,-87.54,41.7,218
1631,member,Cottage Grove Ave & 111th Pl,-87.6100265,41.691651666666665,217
1632,member,Morgan St & 95th St,-87.65,41.72,215
1633,casual,Cicero Ave & Quincy St,-87.74538766666667,41.87762116666666,214
1634,casual,Throop St & 58th St,-87.66,41.79,214
1635,casual,Cottage Grove Ave & 111th St,-87.61,41.69,214
1636,casual,Ashland Ave & 78th St,-87.66369938850403,41.75220484941116,212
1637,casual,Vincennes Ave & 75th St,-87.63118316666667,41.757945,211
1638,casual,May St & 63rd St,-87.65,41.78,210
1639,casual,Harvard Ave & 103rd St,-87.63,41.71,209
1640,member,Throop St & 58th St,-87.66,41.79,209
1641,casual,Rockwell St & 57th St,-87.69,41.79,208
1642,casual,Damen Ave & 51st St,-87.674684,41.800908,208
1643,casual,Cottage Grove Ave & 111th Pl,-87.6100265,41.691651666666665,207
1644,member,East End Ave & 87th St,-87.58,41.74,206
1645,casual,Green St & 103rd St,-87.64,41.71,206
1646,member,State St & 54th St,-87.62597733333334,41.796586833333336,206
1647,casual,Clyde Ave & 87th St,-87.57263783333333,41.737193833333336,205
1648,member,Springfield Ave & 47th St,-87.72,41.81,204
1649,member,Stony Island Ave & 71st St,-87.5864608775,41.7664929373,204
1650,member,Calumet Ave & 71st St,-87.62,41.77,204
1651,member,Central Park Ave & 24th St,-87.715068,41.8481,203
1652,casual,Bennett Ave & 79th St,-87.578496,41.751785,203
1653,casual,Houston Ave & 92nd St,-87.54970014095306,41.72820421535798,203
1654,casual,Perry Ave & 108th Pl,-87.63,41.7,203
1655,member,Rainbow Beach,-87.54938625,41.75787144829,202
1656,casual,Ashland Ave & 71st St,-87.66,41.77,202
1657,member,Public Rack - Pulaski Rd & Lake St,-87.73,41.89,201
1658,casual,Ewing Ave & Burnham Greenway,-87.534814,41.712749,200
1659,casual,Kedzie Ave & 110th St,-87.70096733333334,41.692390333333336,200
1660,casual,Seeley Ave & Garfield Blvd,-87.67551733333333,41.7941445,199
1661,casual,Artesian Ave & 55th St,-87.69,41.79,199
1662,casual,Vernon Ave & 107th St,-87.61225998401642,41.70012137923888,199
1663,casual,Marquette Ave & 89th St,-87.558482,41.73368366666666,199
1664,member,Hamlin Ave & 62nd Pl,-87.72,41.78,198
1665,casual,Exchange Ave & 79th St,-87.552812,41.751731,198
1666,casual,Evans Ave & 75th St,-87.60641,41.75849,197
1667,member,Hale Ave & 107th St,-87.6689025,41.69906816666666,196
1668,member,Public Rack - Kingston Ave & 75th St,-87.56,41.76,196
1669,casual,Avenue O & 118th St,-87.53803133333334,41.68100566666666,195
1670,member,Austin Blvd & North Ave,-87.78,41.91,195
1671,member,Marshfield Ave & 45th St,-87.67,41.81,195
1672,member,Ada St & 117th St,-87.66,41.68,195
1673,casual,Halsted St & 102nd St,-87.64,41.71,193
1674,member,Public Rack - Spencer Elementary Technology Academy,-87.75,41.89,192
1675,casual,Halsted St & 104th St,-87.64239866666667,41.705184,192
1676,casual,Western & 28th - Velasquez Institute Vaccination Site,-87.6851314409,41.84151770807,191
1677,casual,Major Taylor Trail & 124th St,-87.6372635,41.66872683333333,190
1678,member,Kildare Ave & 55th St,-87.73,41.79,190
1679,casual,Parnell Ave & 119th St,-87.63,41.68,190
1680,member,Maryland Ave & 104th St,-87.6,41.71,189
1681,member,Central Ave & Lake St,-87.765469,41.887664,189
1682,member,Lawler Ave & 50th St,-87.75,41.8,189
1683,member,Eggleston Ave & 92nd St,-87.63,41.73,188
1684,casual,Sacramento Ave & Pershing Rd,-87.7,41.82,186
1685,casual,Kostner Ave & Armitage Ave,-87.74,41.92,186
1686,member,State St & 47th st,-87.63,41.81,186
1687,member,Long Ave & North Ave,-87.76,41.91,185
1688,casual,Dauphin Ave & 103rd St,-87.60766267776489,41.7072503677818,184
1689,casual,Michigan Ave & 71st St,-87.62167133333334,41.76529816666667,183
1690,casual,Constance Ave & 95th St,-87.57896840572357,41.72229074095262,181
1691,member,Central Park & Augusta Blvd,-87.72,41.9,181
1692,casual,Homan Ave & 65th St,-87.71,41.78,180
1693,member,Kedzie Ave & 24th St,-87.7054137458,41.84819094491,179
1694,casual,Shields Ave & 43rd St,-87.63478516666666,41.8161935,179
1695,casual,Greenwood Ave & 79th St,-87.59744366666666,41.751299,179
1696,casual,Longwood Dr & 95th St,-87.67,41.72,178
1697,member,Prospect Sq & 91st St,-87.6675239,41.7282338,178
1698,member,Public Rack - South Shore Dr & 71st St,-87.56,41.77,177
1699,member,Western Blvd & 48th Pl,-87.683392,41.805661,177
1700,casual,Neva Ave & Grand Ave,-87.81,41.92,176
1701,member,Stony Island Ave & 67th St,-87.5853397391,41.77345849948,176
1702,member,Fullerton & Monitor,-87.77,41.92,175
1703,casual,Stony Island Ave & South Chicago Ave,-87.585337,41.751173,175
1704,member,Ashland Ave & 63rd St,-87.6649875,41.7793725,174
1705,casual,Sangamon St & 79th St,-87.65,41.75,174
1706,casual,Baltimore Ave & 132nd St,-87.55,41.66,174
1707,casual,Michigan Ave & 113th St,-87.62,41.69,174
1708,member,South Shore High School,-87.58,41.76,172
1709,casual,Torrence Ave & 126th Pl,-87.55721569061278,41.66631200825726,171
1710,casual,Halsted St & 73rd St,-87.64402783333334,41.76153133333333,170
1711,casual,Morgan St & 95th St,-87.65,41.72,169
1712,casual,Eggleston Ave & 69th St,-87.63576416666666,41.768929166666666,169
1713,member,Marquette Ave & 79th St,-87.56,41.75,169
1714,member,Stony Island Ave & 82nd St,-87.586005,41.746559,169
1715,member,Public Rack - Jeffery Blvd & 81st St,-87.57,41.75,167
1716,casual,Central Ave & Madison St,-87.763238,41.880121,166
1717,member,Evans Ave & 75th St,-87.60641,41.75849,166
1718,casual,Princeton Ave & 43rd St,-87.63,41.82,166
1719,casual,Wolcott Ave & 61st St,-87.67,41.78,166
1720,member,Ewing Ave & Burnham Greenway,-87.534814,41.712749,166
1721,casual,Campbell Ave & Irving Park Rd,-87.69,41.95,165
1722,member,Laflin St & 51st St,-87.66,41.8,164
1723,member,Green St & Washington Blvd,-87.64872461557388,41.88318130597391,164
1724,casual,Hoyne Ave & 110th Pl,-87.67,41.69,164
1725,casual,Michigan Ave & 110th St,-87.62,41.69,164
1726,casual,Greenwood Ave & 91st St,-87.59729862213135,41.728264268162725,163
1727,casual,Michele Clark Magnet High School,-87.75,41.87,163
1728,member,Campbell Ave & Irving Park Rd,-87.69,41.95,163
1729,casual,Phillips Ave & 83rd St,-87.56506,41.744531,162
1730,member,Sacramento Blvd & Polk St,-87.7,41.87,162
1731,member,Milwaukee Ave & Diversey Ave,-87.71,41.93,162
1732,member,Major Taylor Trail & 115th St,-87.645268,41.684994333333336,162
1733,member,Kedzie Ave & Harrison St,-87.7048707493,41.87359967462,161
1734,casual,Houston Ave & 91st St,-87.55,41.73,161
1735,casual,Vincennes Ave & 104th St,-87.65686810958869,41.70492556499764,158
1736,member,Laramie Ave & Madison St,-87.755337,41.880207,157
1737,casual,Brandon Ave & 91st St,-87.55,41.73,157
1738,member,Cottage Grove Ave & 78th St,-87.60501333333333,41.75316883333333,157
1739,casual,Public Rack - Michele Clark Magnet High School,-87.75,41.87,157
1740,member,Public Rack - Cicero Ave & Wrightwood Ave,-87.75,41.93,157
1741,member,Halsted & 63rd - Kennedy-King Vaccination Site,-87.644621,41.779381,155
1742,member,Stony Island Ave & 90th St,-87.5857885,41.731416333333335,155
1743,member,Wentworth Ave & 79th St,-87.63,41.75,155
1744,casual,Halsted St & 56th St,-87.6449900565,41.79292964599,154
1745,member,Oak Park & Wellington,-87.8,41.93,154
1746,casual,Fullerton & Monitor,-87.77,41.92,154
1747,casual,Western Ave & 118th St,-87.68,41.68,154
1748,member,Pulaski Rd & 60th St,-87.72,41.78,152
1749,member,Cicero Ave & Wellington Ave,-87.75,41.94,151
1750,member,Bloomingdale Ave & Harlem Ave,-87.81,41.91,151
1751,casual,Michigan Ave & 102nd St,-87.62,41.71,151
1752,member,Commercial Ave & 83rd St,-87.551208,41.744615,151
1753,member,Komensky Ave & 55th St,-87.72,41.79,150
1754,member,Homewood Ave & Monterey Ave,-87.67,41.69,149
1755,casual,Kenton Ave & Madison St,-87.741018,41.880708,149
1756,member,Yates Blvd & 75th St,-87.56644,41.758768,148
1757,casual,Summit Ave & 86th St,-87.644985,41.73782083333333,148
1758,member,Central Park Blvd & 5th Ave,-87.71547,41.875679,146
1759,member,Emerald Ave & 43rd St,-87.65,41.82,146
1760,member,Laramie Ave & Kinzie St,-87.755527,41.887832,146
1761,member,Menard Ave & Madison St,-87.77,41.88,146
1762,casual,Homewood Ave & Monterey Ave,-87.67,41.69,145
1763,member,Public Rack - Lawndale Ave & Diversey Ave,-87.72,41.93,145
1764,member,Kostner Ave & 63rd St,-87.73,41.78,144
1765,member,Walden Pkwy & 100th St,-87.66774283333334,41.712200333333335,144
1766,casual,Torrence Ave & 106th St,-87.55972623825073,41.70280085022591,144
1767,member,Bell Ave & 95th St,-87.68,41.72,144
1768,member,Western Ave & 104th St,-87.68106916666666,41.704607,143
1769,member,Western Ave & 106th St - East,-87.68,41.7,143
1770,casual,Doty Ave & 111th St,-87.59875433333333,41.6950195,143
1771,casual,Public Rack - Mozart Elementary School,-87.72,41.92,142
1772,member,La Villita Park (Albany/30th),-87.7,41.84,142
1773,casual,Damen Ave & 33rd St,-87.68,41.83,142
1774,casual,Oglesby Ave & 100th St,-87.565842,41.713397,142
1775,member,Tripp Ave & 15th St,-87.73,41.86,142
1776,member,Whipple St & Roosevelt Rd,-87.7,41.87,141
1777,casual,Bradley Park,-87.56,41.72,141
1778,casual,Steelworkers Park,-87.53,41.74,140
1779,member,Yates Blvd & 93rd St,-87.5662761926651,41.72616639024511,140
1780,member,Hoyne Ave & 110th Pl,-87.67,41.69,140
1781,casual,Throop St & 52nd St,-87.657195,41.799659,140
1782,casual,Troy Ave & 27th St,-87.7,41.84,140
1783,member,Racine Ave & 76th,-87.65,41.76,139
1784,member,Michele Clark Magnet High School,-87.75,41.87,139
1785,member,Maplewood Ave & 59th St,-87.69,41.79,139
1786,member,Whipple/Irving Park,-87.7,41.95,139
1787,member,Kenton Ave & Palmer St,-87.74,41.92,139
1788,member,Olive Harvey College,-87.590236,41.709526,139
1789,member,Ada St & 95th St,-87.66,41.72,138
1790,casual,Milwaukee Ave & Diversey Ave,-87.71,41.93,138
1791,casual,Rhodes Ave & 71st St,-87.611726,41.766,137
1792,casual,MLK Jr Dr & 83rd St,-87.6148,41.743116,137
1793,member,Greenwood Ave & 97th St,-87.59703576564789,41.71870315475741,137
1794,member,Hamilton Ave & 95th St,-87.68,41.72,136
1795,casual,Cicero Ave & Flournoy St,-87.746619,41.872131,136
1796,casual,Stewart Ave & 123rd St,-87.63,41.67,136
1797,casual,California Ave & 29th St,-87.69,41.84,136
1798,member,Menard Ave & Adams Blvd,-87.77,41.88,135
1799,member,Public Rack - Saginaw Ave & 93rd St,-87.56,41.73,134
1800,casual,Laramie Ave & Gladys Ave,-87.7553165,41.875797166666665,134
1801,member,Public Rack - Michele Clark Magnet High School,-87.75,41.87,134
1802,casual,Elizabeth St & 47th St,-87.656526,41.80839,134
1803,casual,Public Rack - Christiana Ave & Belmont Ave,-87.71,41.94,134
1804,member,Kildare Ave & 47th St,-87.73,41.81,133
1805,casual,Hamilton Park,-87.64,41.76,133
1806,casual,South Chicago Ave & 83rd St,-87.57524516666666,41.74389716666667,131
1807,casual,Kedzie Ave & 45th St,-87.7,41.81,131
1808,casual,Kostner Ave & Adams St,-87.735737,41.877917,131
1809,casual,Central Park & Augusta Blvd,-87.72,41.9,130
1810,member,Pulaski Rd & 44th St,-87.72,41.81,129
1811,member,Michigan Ave & 102nd St,-87.62,41.71,129
1812,member,Halsted St & 73rd St,-87.64402783333334,41.76153133333333,129
1813,member,Fairfield Ave & 44th St,-87.69,41.81,128
1814,casual,Ada St & 119th St,-87.65,41.68,128
1815,casual,Eberhart Ave & 131st St,-87.6108465,41.65795983333334,128
1816,casual,Normal Ave & 72nd St,-87.64,41.76,128
1817,member,MLK Jr Dr & 83rd St,-87.6148,41.743116,128
1818,member,Public Rack - Paxton Ave & 79th St,-87.57,41.75,128
1819,member,Public Rack - Homan Ave & 26th St,-87.71,41.84,127
1820,member,Racine Ave & Garfield Blvd,-87.655073,41.794228,126
1821,member,Halsted St & 104th St,-87.64239866666667,41.705184,126
1822,member,Calumet Park,-87.53084421157837,41.71370983035615,126
1823,member,Halsted St & 96th St,-87.64284549999999,41.71967466666667,125
1824,casual,Public Rack - Paxton Ave & 79th St,-87.57,41.75,125
1825,member,Public Rack - Spaulding Ave & North Ave,-87.71,41.91,124
1826,casual,Public Rack - Monticello Ave & Belmont Ave,-87.72,41.94,124
1827,member,Wood St & Webster Ave,-87.67279916666666,41.920966666666665,124
1828,member,Western Ave & 111th St,-87.68129736185074,41.691211034981045,124
1829,member,Pullman - Walmart,-87.6,41.7,124
1830,member,Kostner Ave & Armitage Ave,-87.74,41.92,124
1831,member,Sangamon St & 79th St,-87.65,41.75,123
1832,member,Troy Ave & 27th St,-87.7,41.84,123
1833,casual,Roscoe & Harlem,-87.81,41.94,122
1834,member,Halsted St & 95th St - SW,-87.64,41.72,121
1835,casual,Albany Ave & 16th St,-87.7,41.86,120
1836,casual,Avenue O & 134th St,-87.53955066666667,41.6519595,120
1837,member,North Ave & New England Ave,-87.8,41.91,120
1838,member,Tripp Ave & 65th St,-87.73,41.77,119
1839,member,Lawndale Ave & 16th St,-87.72,41.86,119
1840,member,Kedzie Ave & 57th St,-87.7,41.79,119
1841,member,Sacramento Ave & Pershing Rd,-87.7,41.82,119
1842,casual,Tuley (Murray) Park,-87.61,41.73,119
1843,member,Kedzie Ave & Roosevelt Rd,-87.7064961757,41.86649278172,119
1844,member,Central Park Ave & Douglas Blvd,-87.72,41.86,118
1845,member,Longwood Dr & 95th St,-87.67,41.72,118
1846,member,Pulaski & Ann Lurie Pl,-87.72,41.82,116
1847,member,Pulaski Rd & Congress Pkwy,-87.725704,41.874325,116
1848,member,Vincennes Ave & 104th St,-87.65686810958869,41.70492556499764,116
1849,casual,Yates Blvd & 93rd St,-87.5662761926651,41.72616639024511,116
1850,member,Jeffery Blvd & 76th St,-87.5758393587,41.75712006802,116
1851,casual,Hegewisch Metra Station,-87.546238,41.6485795,115
1852,member,Public Rack - Kenton Ave & Palmer St,-87.74,41.92,115
1853,member,Phillips Ave & 83rd St,-87.56506,41.744531,115
1854,casual,Bensley Ave & 103rd St,-87.56,41.71,114
1855,casual,Marshfield Ave & 59th St,-87.666215,41.786833,113
1856,member,Ashland Ave & 71st St,-87.66,41.77,113
1857,casual,Public Rack - California Ave & Cortez St,-87.7,41.9,113
1858,member,Homan Ave & 26th St,-87.71,41.84,113
1859,member,Cottage Grove Ave & 71st St,-87.604959713,41.76571903697,113
1860,casual,Harding Ave & 26th St,-87.72,41.84,112
1861,member,Ashland Ave & 76th St,-87.66,41.76,112
1862,member,Burnham Greenway & 112th St,-87.53043115139008,41.69177385116831,112
1863,member,Big Marsh Park,-87.573765,41.685870666666666,111
1864,member,Vernon Ave & 79th St,-87.61379,41.75094,111
1865,member,Harding Ave & 26th St,-87.72,41.84,110
1866,member,Eberhart Ave & 91st St,-87.6110315322876,41.729285157254864,110
1867,casual,Rockwell & 111th St,-87.69,41.69,110
1868,casual,State St & 76th St,-87.62460516666667,41.75698216666667,110
1869,member,Latrobe Ave & Chicago Ave,-87.75680266666667,41.8947395,110
1870,casual,Ashland Ave & 66th St,-87.66376733333334,41.77411466666667,108
1871,casual,Public Rack - Hamlin Ave & Fullerton Ave,-87.72,41.92,108
1872,member,Halsted St & 63rd St,-87.64,41.78,108
1873,member,Houston Ave & 92nd St,-87.54970014095306,41.72820421535798,107
1874,member,Baltimore Ave & 87th St,-87.54851460456847,41.73733560041666,107
1875,member,Walden Pkwy & 103rd St,-87.67,41.71,107
1876,member,Kenneth Ave & 50th St,-87.73,41.8,106
1877,casual,Altgeld Gardens,-87.59887266666667,41.657077,106
1878,member,Shabbona Park,-87.8,41.94,105
1879,member,Albany Ave & 16th St,-87.7,41.86,105
1880,member,Augusta Blvd & Laramie Ave,-87.76,41.9,104
1881,member,Tripp Ave & 31st St,-87.73,41.84,104
1882,casual,Wood St & Webster Ave,-87.67279916666666,41.920966666666665,103
1883,casual,Michigan Ave & 114th St,-87.62108316666666,41.687048833333336,102
1884,member,Shields Ave & 43rd St,-87.63478516666666,41.8161935,102
1885,casual,Halsted St & 69th St,-87.6446135779,41.76906172032,102
1886,casual,Commercial Ave & 100th St,-87.55109757184982,41.71331739547703,101
1887,casual,Avenue J & 112th St,-87.53,41.69,101
1888,member,Public Rack - Hamlin Ave & Fullerton Ave,-87.72,41.92,101
1889,casual,Public Rack - Pulaski Rd & Armitage Ave,-87.73,41.92,100
1890,member,Perry Ave & 69th St,-87.6281959291,41.76929308995,99
1891,member,Oglesby Ave & 100th St,-87.565842,41.713397,99
1892,casual,Woodlawn Ave & 75th St,-87.59579433333333,41.75917916666667,99
1893,casual,Public Rack - Cicero Ave & Wrightwood Ave,-87.75,41.93,98
1894,member,May St & 63rd St,-87.65,41.78,98
1895,member,California Ave & Marquette Rd,-87.69,41.77,97
1896,casual,Ewing Ave & 101st St,-87.54,41.71,96
1897,member,Ashland Ave & 50th St,-87.664699,41.803023,95
1898,member,S Wentworth Ave & W 111th St,-87.63,41.69,94
1899,casual,Wentworth Ave & 104th St,-87.62921690940857,41.705307996998194,94
1900,member,Indiana Ave & 133rd St,-87.62,41.65,93
1901,member,Hamilton Park,-87.64,41.76,93
1902,casual,Racine Ave & 61st St,-87.654372,41.783189,93
1903,member,Ashland Ave & 74th St,-87.66347408294678,41.75923602425868,93
1904,casual,Richmond St & Lincoln Ave,-87.7,41.99,93
1905,member,Western Ave & 92nd Pl,-87.68,41.73,93
1906,casual,Champlain Ave & 134th St,-87.61,41.66,93
1907,member,Ada St & 113th St,-87.65547573566435,41.687561623357375,92
1908,casual,Public Rack - Milwaukee Ave & Haussen Ct,-87.72,41.94,92
1909,casual,Oglesby Ave & 95th St,-87.57,41.72,92
1910,casual,Ada St & 113th St,-87.65547573566435,41.687561623357375,91
1911,member,Wood St & 103rd St,-87.67,41.71,91
1912,member,Pulaski Rd & 40th St,-87.73,41.82,91
1913,member,Public Rack - Washtenaw Ave & Devon Ave,-87.7,42.0,90
1914,member,Marquette Ave & 89th St,-87.558482,41.73368366666666,90
1915,member,Marshfield Ave & 59th St,-87.666215,41.786833,88
1916,member,Damen Ave & 33rd St,-87.68,41.83,88
1917,casual,Harvard Ave & 119th St,-87.63,41.68,88
1918,casual,Racine Ave & 65th St,-87.654308,41.775393,87
1919,casual,Public Rack - Washtenaw Ave & Devon Ave,-87.7,42.0,87
1920,member,Loomis Blvd & 84th St,-87.65841007232666,41.74148652861805,87
1921,member,Emerald Ave & 45th St,-87.64,41.81,87
1922,member,Halsted St & 41st St,-87.65,41.82,86
1923,casual,Halsted St & 59th St,-87.644874,41.787539,86
1924,member,Western Ave & 111th St - SW,-87.68,41.69,85
1925,member,Pullman - Ross Dress for Less,-87.6,41.7,85
1926,member,St Louis Ave & Norman Bobbins Ave,-87.71,41.79,85
1927,casual,Public Rack - Hamlin Ave & Grand Ave,-87.72,41.9,85
1928,member,Normal Ave & 72nd St,-87.64,41.76,84
1929,member,Mackinaw Ave & 108th St,-87.54,41.7,84
1930,casual,Halsted St & 95th St - SW,-87.64,41.72,84
1931,member,Western Ave & 118th St,-87.68,41.68,84
1932,member,Stewart Ave & 63rd St,-87.634774,41.779835,84
1933,member,Green St & 103rd St,-87.64,41.71,83
1934,member,Kildare & Cermak,-87.73,41.85,82
1935,member,Central Ave & Harrison St,-87.764499,41.872993,82
1936,member,Woodlawn & 103rd - Olive Harvey Vaccination Site,-87.59,41.71,82
1937,member,W 103rd St & S Avers Ave,-87.72,41.71,82
1938,member,Kedzie Ave & 61st Pl,-87.7,41.78,82
1939,casual,Bennett Ave & 96th St,-87.58,41.72,82
1940,member,Bennett Ave & 96th St,-87.58,41.72,81
1941,casual,Public Rack - Lawndale Ave & Diversey Ave,-87.72,41.93,81
1942,member,Cottage Grove Ave & 91st St,-87.6,41.73,81
1943,casual,Public Rack - Lorel Ave & Grand Ave,-87.76,41.92,80
1944,casual,Public Rack - Spaulding Ave & North Ave,-87.71,41.91,80
1945,casual,Honore St & 87th St - SE,-87.67,41.74,80
1946,member,Public Rack - California Ave & Cortez St,-87.7,41.9,80
1947,member,Central Ave & Congress Pkwy,-87.76,41.87,80
1948,member,Halsted St & 78th St,-87.64376433333334,41.75246116666667,79
1949,member,Lawndale Ave & Polk St,-87.72,41.87,78
1950,member,Halsted St & 80th St,-87.64,41.75,77
1951,member,Homewood Ave & 115th St,-87.670749,41.6845335,77
1952,member,Neva Ave & Grand Ave,-87.81,41.92,77
1953,member,Karlov Ave & Madison St,-87.727907,41.88085,76
1954,member,Stewart Ave & 83rd St,-87.6341075,41.74371716666667,76
1955,casual,Halsted St & 80th St,-87.64,41.75,76
1956,casual,Indiana Ave & 133rd St,-87.62,41.65,76
1957,member,Halsted St & 102nd St,-87.64,41.71,76
1958,member,Albany Ave & 63rd St,-87.7,41.78,75
1959,casual,Halsted St & 41st St,-87.65,41.82,75
1960,member,Ozark Ave & Addison St,-87.82,41.95,75
1961,member,Public Rack - Spaulding Ave & Evergreen Ave,-87.71,41.91,74
1962,casual,Albany Ave & Douglas Blvd,-87.7,41.86,73
1963,member,Cicero Ave & Lake St,-87.745261,41.886841,73
1964,member,Tuley (Murray) Park,-87.61,41.73,73
1965,member,Kostner Ave & Lake St,-87.74,41.89,73
1966,member,Public Rack - Kedzie Ave & Argyle St,-87.71,41.97,73
1967,casual,Public Rack - Keystone Ave & North Ave,-87.73,41.91,73
1968,casual,Pulaski Rd & Armitage Ave,-87.73,41.92,72
1969,casual,Kildare Ave & 26th St,-87.73,41.84,72
1970,member,Steelworkers Park,-87.53,41.74,72
1971,casual,Morgan St & 103rd St,-87.65,41.71,72
1972,member,Public Rack - Pulaski Rd & Armitage Ave,-87.73,41.92,72
1973,member,Park Manor Elementary School,-87.61,41.77,72
1974,member,Public Rack - Monticello Ave & Belmont Ave,-87.72,41.94,72
1975,member,Burnham Greenway & 105th St,-87.52823173999786,41.7045750872071,72
1976,member,Ada St & 119th St,-87.65,41.68,71
1977,member,Champlain Ave & 134th St,-87.61,41.66,71
1978,member,Public Rack - Hamlin Ave & Montrose Ave,-87.72,41.96,71
1979,casual,Public Rack - Kilbourn Ave & Fullerton Ave,-87.74,41.92,71
1980,member,Keef Ave & South Chicago Ave,-87.61,41.77,71
1981,casual,Carpenter St & 63rd St,-87.65090583333334,41.77990533333333,71
1982,member,Clyde Ave & 87th St,-87.57263783333333,41.737193833333336,70
1983,casual,Vincennes Ave & 99th St,-87.65,41.71,70
1984,casual,Archer Park,-87.74,41.8,70
1985,member,Richmond St & Lincoln Ave,-87.7,41.99,69
1986,member,Ashland Ave & 78th St,-87.66369938850403,41.75220484941116,69
1987,casual,Public Rack - Hamlin Ave & Montrose Ave,-87.72,41.96,69
1988,casual,Ozark Ave & Addison St,-87.82,41.95,69
1989,casual,Public Rack - Western Ave & Jarvis Ave,-87.69,42.02,69
1990,member,Vincennes Ave & 75th St,-87.63118316666667,41.757945,68
1991,member,Public Rack - Christiana Ave & Belmont Ave,-87.71,41.94,67
1992,casual,Elizabeth St & 59th St,-87.65469789505005,41.789696880483376,67
1993,member,Public Rack - Michigan Ave & 107th St,-87.62,41.7,67
